prefecture_code,prefecture_name,city_code,city_name,city_type,city_name_level,city_name_with_space,city_name_kana,city_name_kana_large,city_name_roman
23,愛知県,23114,名古屋市緑区,区,2,名古屋市 緑区,ナゴヤシミドリク,ナゴヤシミドリク,Nagoya Shi Midori Ku
23,愛知県,23115,名古屋市名東区,区,2,名古屋市 名東区,ナゴヤシメイトウク,ナゴヤシメイトウク,Nagoya Shi Meito Ku
23,愛知県,23116,名古屋市天白区,区,2,名古屋市 天白区,ナゴヤシテンパクク,ナゴヤシテンパクク,Nagoya Shi Tempaku Ku
23,愛知県,23201,豊橋市,市,1,豊橋市,トヨハシシ,トヨハシシ,Toyohashi Shi
23,愛知県,23202,岡崎市,市,1,岡崎市,オカザキシ,オカザキシ,Okazaki Shi
23,愛知県,23203,一宮市,市,1,一宮市,イチノミヤシ,イチノミヤシ,Ichinomiya Shi
23,愛知県,23204,瀬戸市,市,1,瀬戸市,セトシ,セトシ,Seto Shi
23,愛知県,23205,半田市,市,1,半田市,ハンダシ,ハンダシ,Handa Shi
23,愛知県,23206,春日井市,市,1,春日井市,カスガイシ,カスガイシ,Kasugai Shi
23,愛知県,23207,豊川市,市,1,豊川市,トヨカワシ,トヨカワシ,Toyokawa Shi
23,愛知県,23208,津島市,市,1,津島市,ツシマシ,ツシマシ,Tsushima Shi
23,愛知県,23209,碧南市,市,1,碧南市,ヘキナンシ,ヘキナンシ,Hekinan Shi
23,愛知県,23210,刈谷市,市,1,刈谷市,カリヤシ,カリヤシ,Kariya Shi
23,愛知県,23211,豊田市,市,1,豊田市,トヨタシ,トヨタシ,Toyota Shi
23,愛知県,23212,安城市,市,1,安城市,アンジョウシ,アンジヨウシ,Anjo Shi
23,愛知県,23213,西尾市,市,1,西尾市,ニシオシ,ニシオシ,Nishio Shi
23,愛知県,23214,蒲郡市,市,1,蒲郡市,ガマゴオリシ,ガマゴオリシ,Gamagori Shi
23,愛知県,23215,犬山市,市,1,犬山市,イヌヤマシ,イヌヤマシ,Inuyama Shi
23,愛知県,23216,常滑市,市,1,常滑市,トコナメシ,トコナメシ,Tokoname Shi
23,愛知県,23217,江南市,市,1,江南市,コウナンシ,コウナンシ,Konan Shi
23,愛知県,23219,小牧市,市,1,小牧市,コマキシ,コマキシ,Komaki Shi
23,愛知県,23220,稲沢市,市,1,稲沢市,イナザワシ,イナザワシ,Inazawa Shi
23,愛知県,23221,新城市,市,1,新城市,シンシロシ,シンシロシ,Shinshiro Shi
23,愛知県,23222,東海市,市,1,東海市,トウカイシ,トウカイシ,Tokai Shi
23,愛知県,23223,大府市,市,1,大府市,オオブシ,オオブシ,Obu Shi
23,愛知県,23224,知多市,市,1,知多市,チタシ,チタシ,Chita Shi
23,愛知県,23225,知立市,市,1,知立市,チリュウシ,チリユウシ,Chiryu Shi
23,愛知県,23226,尾張旭市,市,1,尾張旭市,オワリアサヒシ,オワリアサヒシ,Owariasahi Shi
23,愛知県,23227,高浜市,市,1,高浜市,タカハマシ,タカハマシ,Takahama Shi
23,愛知県,23228,岩倉市,市,1,岩倉市,イワクラシ,イワクラシ,Iwakura Shi
23,愛知県,23229,豊明市,市,1,豊明市,トヨアケシ,トヨアケシ,Toyoake Shi
23,愛知県,23230,日進市,市,1,日進市,ニッシンシ,ニツシンシ,Nisshin Shi
23,愛知県,23231,田原市,市,1,田原市,タハラシ,タハラシ,Tahara Shi
23,愛知県,23232,愛西市,市,1,愛西市,アイサイシ,アイサイシ,Aisai Shi
23,愛知県,23233,清須市,市,1,清須市,キヨスシ,キヨスシ,Kiyosu Shi
